order_id,item_id,product_id,quantity,list_price,discount,total price
243,3,7,2,3999.99,0.05,7599.98
244,1,19,1,449,0.07,417.57
244,2,25,1,499.99,0.2,399.99
244,3,22,1,269.99,0.1,242.99
245,1,10,2,1549,0.05,2943.1
245,2,8,1,1799.99,0.1,1619.99
246,1,17,2,429,0.2,686.4
247,1,25,1,499.99,0.07,464.99
247,2,3,1,999.99,0.2,799.99
248,1,13,1,269.99,0.1,242.99
248,2,26,2,599.99,0.1,1079.98
248,3,17,1,429,0.1,386.1
248,4,9,1,2999.99,0.2,2399.99
249,1,7,2,3999.99,0.05,7599.98
249,2,18,2,449,0.05,853.1
249,3,22,1,269.99,0.1,242.99
250,1,17,2,429,0.05,815.1
250,2,11,2,1680.99,0.1,3025.78
251,1,23,2,299.99,0.2,479.98
251,2,22,2,269.99,0.05,512.98
252,1,11,2,1680.99,0.1,3025.78
252,2,4,1,2899.99,0.07,2696.99
252,3,19,1,449,0.1,404.1
253,1,11,2,1680.99,0.07,3126.64
254,1,6,2,469.99,0.07,874.18
254,2,3,1,999.99,0.05,949.99
254,3,12,1,549.99,0.05,522.49
255,1,5,2,1320.99,0.1,2377.78
255,2,14,1,269.99,0.2,215.99
255,3,2,2,749.99,0.2,1199.98
255,4,21,1,269.99,0.07,251.09
256,1,11,1,1680.99,0.1,1512.89
256,2,21,1,269.99,0.05,256.49
257,1,8,2,1799.99,0.07,3347.98
257,2,13,2,269.99,0.2,431.98
257,3,10,2,1549,0.1,2788.2
257,4,15,1,529.99,0.1,476.99
258,1,8,2,1799.99,0.05,3419.98
258,2,4,1,2899.99,0.07,2696.99
258,3,19,1,449,0.07,417.57
258,4,18,1,449,0.05,426.55
259,1,26,1,599.99,0.05,569.99
259,2,6,2,469.99,0.1,845.98
259,3,2,2,749.99,0.2,1199.98
259,4,4,1,2899.99,0.1,2609.99
260,1,23,2,299.99,0.2,479.98
260,2,10,1,1549,0.2,1239.2
260,3,24,2,549.99,0.2,879.98
261,1,16,2,599.99,0.05,1139.98
261,2,14,1,269.99,0.1,242.99
261,3,17,2,429,0.1,772.2
262,1,2,1,749.99,0.07,697.49
262,2,9,2,2999.99,0.05,5699.98
263,1,9,1,2999.99,0.07,2789.99
263,2,3,1,999.99,0.2,799.99
263,3,2,2,749.99,0.05,1424.98
264,1,10,1,1549,0.2,1239.2
264,2,24,2,549.99,0.05,1044.98
264,3,15,2,529.99,0.1,953.98
264,4,3,2,999.99,0.07,1859.98
265,1,9,2,2999.99,0.2,4799.98
266,1,6,2,469.99,0.07,874.18
266,2,19,1,449,0.2,359.2
266,3,25,1,499.99,0.05,474.99
267,1,22,2,269.99,0.2,431.98
267,2,23,2,299.99,0.1,539.98
267,3,24,1,549.99,0.1,494.99
267,4,7,2,3999.99,0.07,7439.98
267,5,21,1,269.99,0.05,256.49
268,1,7,1,3999.99,0.05,3799.99
268,2,6,2,469.99,0.2,751.98
268,3,9,1,2999.99,0.1,2699.99
269,1,5,1,1320.99,0.07,1228.52
269,2,23,2,299.99,0.07,557.98
269,3,18,1,449,0.05,426.55
269,4,3,1,999.99,0.05,949.99
270,1,25,2,499.99,0.2,799.98
270,2,15,1,529.99,0.1,476.99
271,1,11,2,1680.99,0.07,3126.64
271,2,6,2,469.99,0.05,892.98
271,3,13,1,269.99,0.1,242.99
271,4,7,2,3999.99,0.1,7199.98
272,1,2,2,749.99,0.07,1394.98
272,2,11,1,1680.99,0.07,1563.32
273,1,21,1,269.99,0.1,242.99
274,1,11,2,1680.99,0.05,3193.88
274,2,25,2,499.99,0.1,899.98
274,3,9,2,2999.99,0.07,5579.98
275,1,18,1,449,0.05,426.55
275,2,25,1,499.99,0.1,449.99
275,3,7,2,3999.99,0.05,7599.98
276,1,3,2,999.99,0.2,1599.98
276,2,17,1,429,0.05,407.55
276,3,9,2,2999.99,0.07,5579.98
277,1,20,2,599.99,0.2,959.98
277,2,6,2,469.99,0.2,751.98
277,3,13,2,269.99,0.1,485.98
278,1,16,1,599.99,0.2,479.99
278,2,19,2,449,0.07,835.14
278,3,13,1,269.99,0.07,251.09
278,4,11,2,1680.99,0.07,3126.64
279,1,25,1,499.99,0.07,464.99
280,1,25,1,499.99,0.07,464.99
280,2,26,2,599.99,0.07,1115.98
280,3,13,1,269.99,0.07,251.09
281,1,22,1,269.99,0.07,251.09
281,2,14,2,269.99,0.1,485.98
281,3,7,2,3999.99,0.07,7439.98
282,1,20,1,599.99,0.07,557.99
282,2,7,2,3999.99,0.07,7439.98
282,3,3,2,999.99,0.05,1899.98
282,4,16,2,599.99,0.07,1115.98
283,1,9,1,2999.99,0.05,2849.99
283,2,16,2,599.99,0.2,959.98
284,1,24,2,549.99,0.2,879.98
284,2,20,1,599.99,0.2,479.99
285,1,16,2,599.99,0.05,1139.98
285,2,12,1,549.99,0.05,522.49
285,3,2,1,749.99,0.1,674.99
286,1,26,2,599.99,0.2,959.98
286,2,21,2,269.99,0.07,502.18
286,3,16,2,599.99,0.1,1079.98
286,4,7,1,3999.99,0.1,3599.99
287,1,5,1,1320.99,0.2,1056.79
287,2,10,1,1549,0.05,1471.55
287,3,2,1,749.99,0.05,712.49
287,4,20,1,599.99,0.05,569.99
288,1,4,1,2899.99,0.2,2319.99
288,2,10,1,1549,0.1,1394.1
288,3,7,2,3999.99,0.05,7599.98
289,1,13,1,269.99,0.07,251.09
289,2,24,1,549.99,0.2,439.99
289,3,17,1,429,0.2,343.2
290,1,2,2,749.99,0.07,1394.98
290,2,5,2,1320.99,0.07,2457.04
290,3,21,1,269.99,0.1,242.99
291,1,6,2,469.99,0.05,892.98
291,2,21,2,269.99,0.07,502.18
292,1,18,2,449,0.1,808.2
292,2,4,1,2899.99,0.07,2696.99
292,3,10,2,1549,0.05,2943.1
293,1,19,2,449,0.05,853.1
293,2,6,1,469.99,0.2,375.99
294,1,18,1,449,0.2,359.2
294,2,14,1,269.99,0.2,215.99
294,3,7,2,3999.99,0.05,7599.98
294,4,25,2,499.99,0.2,799.98
295,1,22,2,269.99,0.07,502.18
296,1,25,2,499.99,0.07,929.98
296,2,12,2,549.99,0.1,989.98
296,3,11,2,1680.99,0.1,3025.78
296,4,9,1,2999.99,0.2,2399.99
297,1,4,2,2899.99,0.2,4639.98
298,1,23,1,299.99,0.2,239.99
298,2,6,2,469.99,0.05,892.98
298,3,22,1,269.99,0.2,215.99
298,4,9,1,2999.99,0.07,2789.99
298,5,14,2,269.99,0.1,485.98
299,1,11,2,1680.99,0.05,3193.88
299,2,10,2,1549,0.2,2478.4
300,1,16,2,599.99,0.1,1079.98
300,2,9,2,2999.99,0.1,5399.98
300,3,10,1,1549,0.1,1394.1
300,4,11,2,1680.99,0.2,2689.58
301,1,6,1,469.99,0.05,446.49
301,2,22,1,269.99,0.1,242.99
302,1,24,2,549.99,0.2,879.98
302,2,18,2,449,0.07,835.14
302,3,2,2,749.99,0.2,1199.98
303,1,8,2,1799.99,0.05,3419.98
303,2,24,2,549.99,0.05,1044.98
304,1,10,1,1549,0.05,1471.55
304,2,7,2,3999.99,0.1,7199.98
304,3,20,1,599.99,0.1,539.99
305,1,10,1,1549,0.07,1440.57
305,2,6,1,469.99,0.1,422.99
305,3,3,2,999.99,0.2,1599.98
306,1,10,1,1549,0.2,1239.2
306,2,22,1,269.99,0.07,251.09
307,1,15,2,529.99,0.05,1006.98
308,1,7,1,3999.99,0.1,3599.99
308,2,18,2,449,0.2,718.4
308,3,14,1,269.99,0.2,215.99
309,1,3,1,999.99,0.05,949.99
309,2,12,1,549.99,0.05,522.49
310,1,7,2,3999.99,0.07,7439.98
310,2,14,2,269.99,0.1,485.98
310,3,5,2,1320.99,0.2,2113.58
310,4,8,1,1799.99,0.2,1439.99
311,1,17,2,429,0.05,815.1
311,2,5,2,1320.99,0.2,2113.58
312,1,24,2,549.99,0.05,1044.98
312,2,14,2,269.99,0.07,502.18
312,3,16,2,599.99,0.05,1139.98
313,1,4,1,2899.99,0.07,2696.99
313,2,10,2,1549,0.07,2881.14
314,1,5,1,1320.99,0.07,1228.52
314,2,9,1,2999.99,0.05,2849.99
314,3,22,2,269.99,0.2,431.98
314,4,7,2,3999.99,0.07,7439.98
315,1,11,1,1680.99,0.2,1344.79
315,2,9,1,2999.99,0.1,2699.99
316,1,2,2,749.99,0.2,1199.98
316,2,16,2,599.99,0.1,1079.98
316,3,20,1,599.99,0.1,539.99
316,4,19,1,449,0.2,359.2
316,5,17,1,429,0.05,407.55
317,1,10,1,1549,0.2,1239.2
317,2,22,1,269.99,0.05,256.49
317,3,15,1,529.99,0.05,503.49
317,4,13,2,269.99,0.2,431.98
318,1,13,2,269.99,0.1,485.98
318,2,25,2,499.99,0.2,799.98
318,3,9,1,2999.99,0.05,2849.99
319,1,11,1,1680.99,0.07,1563.32
319,2,21,1,269.99,0.2,215.99
319,3,15,2,529.99,0.1,953.98
319,4,23,1,299.99,0.05,284.99
320,1,2,1,749.99,0.1,674.99
321,1,4,2,2899.99,0.2,4639.98
321,2,12,2,549.99,0.2,879.98
321,3,26,1,599.99,0.2,479.99
321,4,23,2,299.99,0.2,479.98
322,1,13,2,269.99,0.2,431.98
322,2,21,1,269.99,0.07,251.09
323,1,13,2,269.99,0.07,502.18
323,2,26,2,599.99,0.1,1079.98
324,1,2,2,749.99,0.1,1349.98
324,2,17,1,429,0.2,343.2
324,3,22,2,269.99,0.2,431.98
324,4,19,1,449,0.05,426.55
324,5,12,1,549.99,0.05,522.49
325,1,7,1,3999.99,0.05,3799.99
325,2,12,1,549.99,0.2,439.99
325,3,6,2,469.99,0.2,751.98
326,1,12,1,549.99,0.1,494.99
326,2,23,1,299.99,0.07,278.99
327,1,12,2,549.99,0.07,1022.98
327,2,13,1,269.99,0.07,251.09
327,3,4,1,2899.99,0.05,2754.99
328,1,6,2,469.99,0.1,845.98
329,1,14,2,269.99,0.07,502.18
329,2,8,2,1799.99,0.05,3419.98
329,3,23,1,299.99,0.2,239.99
329,4,17,1,429,0.07,398.97
329,5,26,2,599.99,0.05,1139.98
330,1,21,2,269.99,0.05,512.98
331,1,17,2,429,0.1,772.2
332,1,18,2,449,0.05,853.1
333,1,18,2,449,0.07,835.14
333,2,8,2,1799.99,0.05,3419.98
333,3,3,1,999.99,0.2,799.99
334,1,16,2,599.99,0.2,959.98
334,2,9,1,2999.99,0.05,2849.99
334,3,3,2,999.99,0.05,1899.98
335,1,6,1,469.99,0.1,422.99
335,2,2,2,749.99,0.1,1349.98
335,3,21,1,269.99,0.07,251.09
336,1,4,1,2899.99,0.1,2609.99
336,2,12,1,549.99,0.2,439.99
337,1,18,1,449,0.05,426.55
337,2,4,1,2899.99,0.05,2754.99
338,1,6,2,469.99,0.07,874.18
338,2,10,1,1549,0.07,1440.57
338,3,22,1,269.99,0.1,242.99
338,4,11,2,1680.99,0.07,3126.64
338,5,9,1,2999.99,0.05,2849.99
339,1,13,1,269.99,0.1,242.99
339,2,15,2,529.99,0.05,1006.98
340,1,11,1,1680.99,0.05,1596.94
340,2,24,1,549.99,0.05,522.49
340,3,13,2,269.99,0.1,485.98
340,4,12,2,549.99,0.07,1022.98
340,5,10,2,1549,0.1,2788.2
341,1,23,2,299.99,0.05,569.98
342,1,26,1,599.99,0.07,557.99
342,2,9,1,2999.99,0.2,2399.99
342,3,16,2,599.99,0.1,1079.98
343,1,20,2,599.99,0.2,959.98
343,2,25,1,499.99,0.05,474.99
343,3,5,2,1320.99,0.05,2509.88
343,4,10,1,1549,0.1,1394.1
344,1,22,1,269.99,0.05,256.49
344,2,18,2,449,0.07,835.14
344,3,14,1,269.99,0.2,215.99
345,1,18,2,449,0.1,808.2
345,2,24,2,549.99,0.07,1022.98
346,1,13,1,269.99,0.07,251.09
346,2,23,1,299.99,0.2,239.99
346,3,21,1,269.99,0.1,242.99
346,4,15,1,529.99,0.05,503.49
346,5,18,2,449,0.05,853.1
347,1,23,1,299.99,0.07,278.99
348,1,5,2,1320.99,0.05,2509.88
348,2,15,2,529.99,0.07,985.78
349,1,20,2,599.99,0.2,959.98
350,1,6,2,469.99,0.05,892.98
350,2,20,1,599.99,0.07,557.99
350,3,3,1,999.99,0.07,929.99
351,1,4,2,2899.99,0.05,5509.98
351,2,24,2,549.99,0.1,989.98
351,3,20,1,599.99,0.2,479.99
351,4,22,2,269.99,0.07,502.18
352,1,11,1,1680.99,0.2,1344.79
352,2,14,1,269.99,0.2,215.99
353,1,2,2,749.99,0.2,1199.98
354,1,21,1,269.99,0.2,215.99
354,2,19,1,449,0.05,426.55
355,1,16,1,599.99,0.1,539.99
355,2,14,2,269.99,0.07,502.18
356,1,23,2,299.99,0.05,569.98
356,2,4,1,2899.99,0.05,2754.99
356,3,13,1,269.99,0.05,256.49
357,1,17,2,429,0.05,815.1
357,2,21,2,269.99,0.07,502.18
357,3,24,1,549.99,0.07,511.49
357,4,9,1,2999.99,0.05,2849.99
358,1,21,2,269.99,0.1,485.98
358,2,6,2,469.99,0.07,874.18
358,3,8,2,1799.99,0.05,3419.98
358,4,18,2,449,0.1,808.2
359,1,15,2,529.99,0.07,985.78
359,2,9,2,2999.99,0.07,5579.98
359,3,7,2,3999.99,0.2,6399.98
360,1,26,1,599.99,0.05,569.99
360,2,7,2,3999.99,0.2,6399.98
360,3,13,2,269.99,0.05,512.98
360,4,25,1,499.99,0.1,449.99
361,1,24,2,549.99,0.05,1044.98
361,2,6,2,469.99,0.1,845.98
361,3,11,1,1680.99,0.1,1512.89
362,1,2,1,749.99,0.07,697.49
363,1,21,2,269.99,0.1,485.98
363,2,14,1,269.99,0.07,251.09
363,3,15,1,529.99,0.1,476.99
363,4,20,1,599.99,0.2,479.99
364,1,25,2,499.99,0.05,949.98
365,1,24,2,549.99,0.07,1022.98
366,1,21,1,269.99,0.1,242.99
366,2,4,1,2899.99,0.07,2696.99
366,3,16,2,599.99,0.2,959.98
367,1,26,2,599.99,0.1,1079.98
367,2,14,1,269.99,0.05,256.49
367,3,10,2,1549,0.05,2943.1
368,1,5,1,1320.99,0.2,1056.79
368,2,10,2,1549,0.2,2478.4
368,3,21,2,269.99,0.1,485.98
368,4,19,1,449,0.05,426.55
369,1,10,2,1549,0.07,2881.14
370,1,25,2,499.99,0.05,949.98
370,2,4,2,2899.99,0.1,5219.98
371,1,14,1,269.99,0.2,215.99
371,2,12,1,549.99,0.2,439.99
372,1,11,1,1680.99,0.05,1596.94
372,2,14,2,269.99,0.1,485.98
372,3,5,1,1320.99,0.1,1188.89
373,1,8,2,1799.99,0.05,3419.98
373,2,22,1,269.99,0.1,242.99
373,3,19,2,449,0.2,718.4
373,4,12,1,549.99,0.1,494.99
373,5,13,1,269.99,0.1,242.99
374,1,10,1,1549,0.1,1394.1
374,2,7,1,3999.99,0.07,3719.99
375,1,21,2,269.99,0.05,512.98
375,2,2,2,749.99,0.05,1424.98
375,3,4,2,2899.99,0.07,5393.98
375,4,12,2,549.99,0.05,1044.98
376,1,2,2,749.99,0.07,1394.98
376,2,23,2,299.99,0.1,539.98
377,1,8,1,1799.99,0.05,1709.99
377,2,14,1,269.99,0.07,251.09
378,1,26,2,599.99,0.05,1139.98
379,1,9,1,2999.99,0.07,2789.99
379,2,16,1,599.99,0.2,479.99
380,1,16,1,599.99,0.05,569.99
380,2,11,2,1680.99,0.05,3193.88
381,1,21,2,269.99,0.07,502.18
382,1,8,1,1799.99,0.1,1619.99
382,2,9,1,2999.99,0.1,2699.99
382,3,13,1,269.99,0.07,251.09
383,1,19,1,449,0.07,417.57
383,2,22,2,269.99,0.05,512.98
383,3,13,1,269.99,0.1,242.99
383,4,21,2,269.99,0.05,512.98
383,5,14,1,269.99,0.1,242.99
384,1,20,1,599.99,0.1,539.99
384,2,21,2,269.99,0.2,431.98
384,3,8,1,1799.99,0.05,1709.99
384,4,15,1,529.99,0.1,476.99
384,5,4,1,2899.99,0.2,2319.99
385,1,21,1,269.99,0.07,251.09
385,2,7,2,3999.99,0.2,6399.98
385,3,26,2,599.99,0.05,1139.98
386,1,8,1,1799.99,0.2,1439.99
386,2,3,2,999.99,0.05,1899.98
386,3,16,2,599.99,0.2,959.98
387,1,18,1,449,0.2,359.2
388,1,19,2,449,0.2,718.4
388,2,13,2,269.99,0.07,502.18
388,3,2,1,749.99,0.07,697.49
388,4,11,1,1680.99,0.1,1512.89
389,1,2,1,749.99,0.07,697.49
389,2,15,2,529.99,0.07,985.78
389,3,10,2,1549,0.05,2943.1
389,4,5,1,1320.99,0.05,1254.94
389,5,9,1,2999.99,0.2,2399.99
390,1,23,1,299.99,0.05,284.99
390,2,7,2,3999.99,0.07,7439.98
390,3,9,1,2999.99,0.05,2849.99
391,1,8,1,1799.99,0.07,1673.99
391,2,5,2,1320.99,0.2,2113.58
391,3,24,2,549.99,0.07,1022.98
392,1,14,2,269.99,0.1,485.98
392,2,3,2,999.99,0.05,1899.98
393,1,6,2,469.99,0.2,751.98
394,1,23,1,299.99,0.05,284.99
394,2,16,1,599.99,0.2,479.99
394,3,14,2,269.99,0.2,431.98
395,1,14,1,269.99,0.05,256.49
396,1,12,1,549.99,0.1,494.99
396,2,25,2,499.99,0.05,949.98
396,3,5,1,1320.99,0.2,1056.79
397,1,7,1,3999.99,0.05,3799.99
398,1,8,2,1799.99,0.05,3419.98
398,2,18,2,449,0.05,853.1
398,3,25,1,499.99,0.2,399.99
398,4,17,1,429,0.05,407.55
399,1,25,1,499.99,0.05,474.99
399,2,11,2,1680.99,0.05,3193.88
399,3,14,1,269.99,0.1,242.99
400,1,24,2,549.99,0.07,1022.98
400,2,9,1,2999.99,0.2,2399.99
400,3,3,2,999.99,0.2,1599.98
401,1,23,1,299.99,0.2,239.99
401,2,10,2,1549,0.2,2478.4
402,1,6,2,469.99,0.07,874.18
402,2,5,1,1320.99,0.07,1228.52
402,3,26,1,599.99,0.05,569.99
403,1,12,2,549.99,0.1,989.98
403,2,7,2,3999.99,0.2,6399.98
403,3,22,2,269.99,0.05,512.98
403,4,24,1,549.99,0.2,439.99
404,1,9,1,2999.99,0.07,2789.99
404,2,25,2,499.99,0.05,949.98
404,3,16,2,599.99,0.2,959.98
405,1,3,2,999.99,0.2,1599.98
405,2,10,2,1549,0.1,2788.2
405,3,14,2,269.99,0.07,502.18
406,1,4,1,2899.99,0.2,2319.99
407,1,20,1,599.99,0.2,479.99
407,2,5,1,1320.99,0.05,1254.94
408,1,18,1,449,0.2,359.2
408,2,3,1,999.99,0.07,929.99
408,3,2,2,749.99,0.07,1394.98
408,4,17,2,429,0.2,686.4
409,1,15,1,529.99,0.07,492.89
409,2,16,2,599.99,0.2,959.98
409,3,21,1,269.99,0.05,256.49
410,1,25,1,499.99,0.1,449.99
410,2,9,2,2999.99,0.05,5699.98
410,3,24,2,549.99,0.1,989.98
411,1,2,1,749.99,0.07,697.49
411,2,26,2,599.99,0.05,1139.98
412,1,7,1,3999.99,0.1,3599.99
412,2,24,1,549.99,0.07,511.49
412,3,17,1,429,0.1,386.1
413,1,8,2,1799.99,0.05,3419.98
413,2,25,1,499.99,0.1,449.99
413,3,9,1,2999.99,0.07,2789.99
414,1,4,2,2899.99,0.1,5219.98
415,1,3,1,999.99,0.07,929.99
415,2,23,2,299.99,0.2,479.98
415,3,5,1,1320.99,0.2,1056.79
415,4,6,2,469.99,0.05,892.98
416,1,22,1,269.99,0.07,251.09
416,2,14,1,269.99,0.07,251.09
416,3,24,1,549.99,0.1,494.99
417,1,26,2,599.99,0.07,1115.98
417,2,6,2,469.99,0.07,874.18
418,1,12,1,549.99,0.05,522.49
418,2,20,1,599.99,0.05,569.99
419,1,9,1,2999.99,0.05,2849.99
420,1,17,2,429,0.2,686.4
420,2,15,2,529.99,0.1,953.98
420,3,3,2,999.99,0.05,1899.98
421,1,6,2,469.99,0.07,874.18
421,2,3,2,999.99,0.2,1599.98
421,3,20,2,599.99,0.2,959.98
421,4,4,1,2899.99,0.07,2696.99
421,5,23,2,299.99,0.2,479.98
422,1,20,2,599.99,0.05,1139.98
423,1,8,2,1799.99,0.05,3419.98
423,2,17,1,429,0.2,343.2
423,3,23,2,299.99,0.07,557.98
423,4,2,1,749.99,0.2,599.99
424,1,22,1,269.99,0.1,242.99
424,2,6,1,469.99,0.05,446.49
425,1,6,1,469.99,0.1,422.99
425,2,21,2,269.99,0.07,502.18
425,3,19,1,449,0.05,426.55
426,1,10,1,1549,0.1,1394.1
426,2,23,2,299.99,0.05,569.98
427,1,12,2,549.99,0.07,1022.98
427,2,15,2,529.99,0.1,953.98
427,3,26,2,599.99,0.07,1115.98
428,1,5,2,1320.99,0.2,2113.58
428,2,14,1,269.99,0.2,215.99
429,1,11,1,1680.99,0.2,1344.79
429,2,4,2,2899.99,0.1,5219.98
429,3,5,2,1320.99,0.05,2509.88
429,4,6,1,469.99,0.07,437.09
429,5,2,1,749.99,0.1,674.99
430,1,22,2,269.99,0.1,485.98
430,2,11,1,1680.99,0.07,1563.32
430,3,4,2,2899.99,0.2,4639.98
430,4,13,2,269.99,0.2,431.98
430,5,8,1,1799.99,0.2,1439.99
431,1,14,2,269.99,0.2,431.98
431,2,6,1,469.99,0.1,422.99
431,3,18,1,449,0.2,359.2
431,4,13,2,269.99,0.07,502.18
431,5,19,1,449,0.07,417.57
432,1,10,2,1549,0.2,2478.4
432,2,7,2,3999.99,0.05,7599.98
433,1,6,1,469.99,0.1,422.99
433,2,10,1,1549,0.2,1239.2
433,3,24,1,549.99,0.1,494.99
433,4,4,1,2899.99,0.2,2319.99
434,1,21,1,269.99,0.05,256.49
434,2,20,1,599.99,0.1,539.99
434,3,9,1,2999.99,0.2,2399.99
434,4,11,2,1680.99,0.07,3126.64
434,5,18,2,449,0.05,853.1
435,1,22,1,269.99,0.05,256.49
435,2,9,1,2999.99,0.05,2849.99
435,3,18,1,449,0.05,426.55
436,1,3,1,999.99,0.05,949.99
436,2,23,1,299.99,0.2,239.99
437,1,3,1,999.99,0.05,949.99
437,2,10,1,1549,0.05,1471.55
437,3,8,2,1799.99,0.05,3419.98
438,1,4,1,2899.99,0.07,2696.99
438,2,22,1,269.99,0.1,242.99
438,3,8,2,1799.99,0.05,3419.98
438,4,13,2,269.99,0.05,512.98
439,1,6,2,469.99,0.07,874.18
439,2,7,2,3999.99,0.05,7599.98
440,1,19,2,449,0.07,835.14
440,2,4,2,2899.99,0.07,5393.98
441,1,12,1,549.99,0.07,511.49
441,2,15,1,529.99,0.1,476.99
442,1,16,2,599.99,0.07,1115.98
442,2,26,2,599.99,0.2,959.98
442,3,6,2,469.99,0.2,751.98
443,1,5,1,1320.99,0.05,1254.94
443,2,26,1,599.99,0.2,479.99
444,1,22,1,269.99,0.07,251.09
444,2,15,2,529.99,0.07,985.78
444,3,20,2,599.99,0.05,1139.98
444,4,16,1,599.99,0.1,539.99
444,5,10,2,1549,0.2,2478.4
445,1,7,1,3999.99,0.2,3199.99
445,2,16,1,599.99,0.07,557.99
445,3,23,1,299.99,0.2,239.99
446,1,22,1,269.99,0.2,215.99
446,2,16,2,599.99,0.07,1115.98
447,1,4,2,2899.99,0.05,5509.98
447,2,3,1,999.99,0.1,899.99
447,3,8,1,1799.99,0.07,1673.99
448,1,13,2,269.99,0.05,512.98
448,2,6,2,469.99,0.05,892.98
449,1,17,2,429,0.05,815.1
449,2,2,1,749.99,0.05,712.49
449,3,7,2,3999.99,0.07,7439.98
449,4,26,2,599.99,0.2,959.98
450,1,24,1,549.99,0.05,522.49
450,2,12,1,549.99,0.07,511.49
450,3,5,1,1320.99,0.1,1188.89
451,1,14,2,269.99,0.05,512.98
452,1,11,1,1680.99,0.05,1596.94
452,2,16,1,599.99,0.05,569.99
452,3,7,2,3999.99,0.1,7199.98
452,4,8,1,1799.99,0.1,1619.99
453,1,23,1,299.99,0.05,284.99
453,2,20,2,599.99,0.2,959.98
453,3,4,1,2899.99,0.2,2319.99
454,1,25,2,499.99,0.07,929.98
454,2,13,2,269.99,0.05,512.98
454,3,24,2,549.99,0.1,989.98
455,1,9,1,2999.99,0.05,2849.99
456,1,17,2,429,0.07,797.94
456,2,23,1,299.99,0.07,278.99
457,1,24,2,549.99,0.07,1022.98
457,2,2,1,749.99,0.05,712.49
457,3,7,2,3999.99,0.1,7199.98
457,4,17,1,429,0.2,343.2
458,1,2,1,749.99,0.2,599.99
458,2,21,2,269.99,0.07,502.18
458,3,11,1,1680.99,0.1,1512.89
458,4,24,1,549.99,0.2,439.99
458,5,3,2,999.99,0.2,1599.98
459,1,11,1,1680.99,0.2,1344.79
460,1,19,1,449,0.05,426.55
460,2,18,2,449,0.07,835.14
460,3,4,1,2899.99,0.2,2319.99
460,4,22,2,269.99,0.1,485.98
461,1,16,1,599.99,0.07,557.99
461,2,4,1,2899.99,0.2,2319.99
461,3,8,2,1799.99,0.05,3419.98
461,4,24,1,549.99,0.1,494.99
461,5,18,2,449,0.1,808.2
462,1,12,2,549.99,0.1,989.98
463,1,13,2,269.99,0.07,502.18
464,1,7,1,3999.99,0.1,3599.99
465,1,6,2,469.99,0.1,845.98
465,2,25,2,499.99,0.1,899.98
466,1,19,2,449,0.2,718.4
466,2,6,1,469.99,0.2,375.99
466,3,7,2,3999.99,0.05,7599.98
466,4,15,1,529.99,0.1,476.99
466,5,5,1,1320.99,0.1,1188.89
467,1,19,1,449,0.07,417.57
467,2,10,1,1549,0.07,1440.57
467,3,22,2,269.99,0.1,485.98
467,4,17,2,429,0.07,797.94
467,5,11,1,1680.99,0.1,1512.89
468,1,19,1,449,0.1,404.1
468,2,9,2,2999.99,0.05,5699.98
468,3,10,2,1549,0.05,2943.1
468,4,25,1,499.99,0.1,449.99
469,1,8,2,1799.99,0.1,3239.98
469,2,4,1,2899.99,0.07,2696.99
469,3,15,2,529.99,0.2,847.98
470,1,18,1,449,0.05,426.55
470,2,13,1,269.99,0.05,256.49
470,3,8,2,1799.99,0.2,2879.98
471,1,14,1,269.99,0.2,215.99
471,2,13,2,269.99,0.05,512.98
472,1,15,1,529.99,0.1,476.99
472,2,21,2,269.99,0.1,485.98
473,1,26,1,599.99,0.07,557.99
474,1,19,2,449,0.05,853.1
474,2,11,1,1680.99,0.2,1344.79
475,1,17,2,429,0.07,797.94
475,2,26,2,599.99,0.2,959.98
475,3,25,1,499.99,0.2,399.99
476,1,22,2,269.99,0.07,502.18
476,2,4,2,2899.99,0.2,4639.98
476,3,11,2,1680.99,0.07,3126.64
476,4,20,2,599.99,0.05,1139.98
477,1,6,1,469.99,0.1,422.99
477,2,10,1,1549,0.05,1471.55
478,1,21,2,269.99,0.07,502.18
479,1,26,1,599.99,0.07,557.99
479,2,12,1,549.99,0.05,522.49
479,3,21,1,269.99,0.2,215.99
479,4,7,1,3999.99,0.05,3799.99
479,5,10,1,1549,0.2,1239.2
480,1,4,1,2899.99,0.05,2754.99
480,2,15,1,529.99,0.05,503.49
480,3,23,2,299.99,0.07,557.98
481,1,13,2,269.99,0.2,431.98
481,2,16,2,599.99,0.07,1115.98
481,3,9,2,2999.99,0.1,5399.98
482,1,13,1,269.99,0.2,215.99
482,2,14,1,269.99,0.1,242.99
483,1,17,1,429,0.07,398.97
484,1,8,2,1799.99,0.1,3239.98
484,2,24,1,549.99,0.05,522.49
484,3,9,2,2999.99,0.05,5699.98
484,4,6,1,469.99,0.2,375.99
485,1,13,1,269.99,0.1,242.99
485,2,26,2,599.99,0.05,1139.98
486,1,9,1,2999.99,0.07,2789.99
486,2,23,2,299.99,0.05,569.98
487,1,6,1,469.99,0.2,375.99
488,1,13,2,269.99,0.07,502.18
488,2,23,2,299.99,0.05,569.98
488,3,22,1,269.99,0.05,256.49
489,1,8,2,1799.99,0.1,3239.98
490,1,12,1,549.99,0.1,494.99
490,2,23,1,299.99,0.05,284.99
490,3,14,1,269.99,0.1,242.99
490,4,13,2,269.99,0.07,502.18
